ext_gene	transcript	eSTR	log10p	STR_pheno
2RSSE.3	2RSSE.3	STR_10531	10.8925491809004	STR length
2RSSE.3	2RSSE.3	STR_10543	13.5998858798277	STR length
2RSSE.3	2RSSE.3	STR_10604	72.3888960334152	STR length
2RSSE.3	2RSSE.3	STR_10606	7.96338157105077	STR length
2RSSE.3	2RSSE.3	STR_10628	10.0926118349598	STR length
2RSSE.3	2RSSE.3	STR_10650	39.5311962210218	STR length
2RSSE.3	2RSSE.3	STR_10660	77.7324313060864	STR length
2RSSE.3	2RSSE.3	STR_10664	67.8081709947571	STR length
2RSSE.3	2RSSE.3	STR_10700	9.47391223834519	STR length
2RSSE.3	2RSSE.3	STR_10713	10.2905854361713	STR length
pot-3	3R5.1a.1	STR_16029	7.92550314203458	STR genotype
pot-3	3R5.1a.1	STR_16029	8.29942535901334	STR length
AC8.10	AC8.10.1	STR_27385	25.4737151360251	STR genotype
AC8.10	AC8.10.1	STR_27396	9.82332153791795	STR genotype
AC8.10	AC8.10.1	STR_27424	22.1941624604798	STR genotype
AC8.10	AC8.10.1	STR_27425	17.7841717799667	STR genotype
AC8.10	AC8.10.1	STR_27426	21.3182511807634	STR genotype
AC8.10	AC8.10.1	STR_27434	10.5419798636258	STR genotype
AC8.10	AC8.10.1	STR_27438	15.4647577799003	STR genotype
AC8.10	AC8.10.1	STR_27449	15.3010473503938	STR genotype
AC8.10	AC8.10.1	STR_27481	19.2001955898441	STR genotype
AC8.10	AC8.10.1	STR_27487	17.0714944460068	STR genotype
AC8.10	AC8.10.1	STR_27538	7.92978498608308	STR genotype
AC8.10	AC8.10.1	STR_27573	14.6204814504002	STR genotype
AC8.10	AC8.10.1	STR_27579	20.2046455479773	STR genotype
AC8.10	AC8.10.1	STR_27385	23.6555818087504	STR length
AC8.10	AC8.10.1	STR_27396	9.82332153791795	STR length
AC8.10	AC8.10.1	STR_27424	22.1941624604798	STR length
AC8.10	AC8.10.1	STR_27425	17.7841717799667	STR length
AC8.10	AC8.10.1	STR_27434	11.1145217916848	STR length
AC8.10	AC8.10.1	STR_27438	9.77479127622255	STR length
AC8.10	AC8.10.1	STR_27449	16.2089643636527	STR length
AC8.10	AC8.10.1	STR_27481	19.2001955898441	STR length
AC8.10	AC8.10.1	STR_27538	8.3391021167147	STR length
AC8.10	AC8.10.1	STR_27573	15.4036284930173	STR length
AC8.10	AC8.10.1	STR_27579	21.3464431734654	STR length
AC8.11	AC8.11.1	STR_27385	20.2382042617621	STR genotype
AC8.11	AC8.11.1	STR_27396	8.69166187678426	STR genotype
AC8.11	AC8.11.1	STR_27424	16.8351700456785	STR genotype
AC8.11	AC8.11.1	STR_27425	12.9574099221269	STR genotype
AC8.11	AC8.11.1	STR_27426	16.6250790581446	STR genotype
AC8.11	AC8.11.1	STR_27434	8.34044934694914	STR genotype
AC8.11	AC8.11.1	STR_27438	11.3988645575931	STR genotype
AC8.11	AC8.11.1	STR_27449	11.8064731274838	STR genotype
AC8.11	AC8.11.1	STR_27481	15.7684824914458	STR genotype
AC8.11	AC8.11.1	STR_27487	14.0122879152746	STR genotype
AC8.11	AC8.11.1	STR_27573	11.3078333342613	STR genotype
AC8.11	AC8.11.1	STR_27579	15.7201835212709	STR genotype
AC8.11	AC8.11.1	STR_27385	18.170217206932	STR length
AC8.11	AC8.11.1	STR_27396	8.69166187678423	STR length
AC8.11	AC8.11.1	STR_27424	16.8351700456785	STR length
AC8.11	AC8.11.1	STR_27425	12.9574099221269	STR length
AC8.11	AC8.11.1	STR_27434	8.5540209402825	STR length
AC8.11	AC8.11.1	STR_27438	8.51087957190588	STR length
AC8.11	AC8.11.1	STR_27449	12.1329919903436	STR length
AC8.11	AC8.11.1	STR_27481	15.7684824914458	STR length
AC8.11	AC8.11.1	STR_27573	11.5916940912023	STR length
AC8.11	AC8.11.1	STR_27579	16.126466452277	STR length
AC8.1	AC8.1	STR_27396	11.4654990273802	STR genotype
AC8.1	AC8.1	STR_27459	8.1334744213344	STR genotype
AC8.1	AC8.1	STR_27396	11.4654990273802	STR length
AC8.2	AC8.2	STR_27385	12.6371962323152	STR genotype
AC8.2	AC8.2	STR_27396	22.1326401143494	STR genotype
AC8.2	AC8.2	STR_27424	11.8679614727897	STR genotype
AC8.2	AC8.2	STR_27425	14.8831240960234	STR genotype
AC8.2	AC8.2	STR_27426	11.7746806085265	STR genotype
AC8.2	AC8.2	STR_27434	15.5910253440604	STR genotype
AC8.2	AC8.2	STR_27438	31.8328049527324	STR genotype
AC8.2	AC8.2	STR_27449	14.8279598654813	STR genotype
AC8.2	AC8.2	STR_27459	30.1780967830934	STR genotype
AC8.2	AC8.2	STR_27477	51.0777007229543	STR genotype
AC8.2	AC8.2	STR_27481	12.2703193080886	STR genotype
AC8.2	AC8.2	STR_27487	12.2087323054718	STR genotype
AC8.2	AC8.2	STR_27538	11.6923589016714	STR genotype
AC8.2	AC8.2	STR_27573	14.5506171789385	STR genotype
AC8.2	AC8.2	STR_27579	12.9161902410531	STR genotype
AC8.2	AC8.2	STR_27385	12.5219391040599	STR length
AC8.2	AC8.2	STR_27396	22.1326401143494	STR length
AC8.2	AC8.2	STR_27424	11.8679614727897	STR length
AC8.2	AC8.2	STR_27425	14.8831240960234	STR length
AC8.2	AC8.2	STR_27434	15.4681693069389	STR length
AC8.2	AC8.2	STR_27438	26.4019260469073	STR length
AC8.2	AC8.2	STR_27449	14.7037915219879	STR length
AC8.2	AC8.2	STR_27481	12.2703193080886	STR length
AC8.2	AC8.2	STR_27538	11.5892599364169	STR length
AC8.2	AC8.2	STR_27573	14.4315729728286	STR length
AC8.2	AC8.2	STR_27579	12.8050040938735	STR length
AC8.4	AC8.4.1	STR_27385	27.4088285349867	STR genotype
AC8.4	AC8.4.1	STR_27396	11.5238674649276	STR genotype
AC8.4	AC8.4.1	STR_27424	22.2065334275276	STR genotype
AC8.4	AC8.4.1	STR_27425	17.870103580609	STR genotype
AC8.4	AC8.4.1	STR_27426	21.2917701490998	STR genotype
AC8.4	AC8.4.1	STR_27434	11.1066390443885	STR genotype
AC8.4	AC8.4.1	STR_27438	15.3606015015883	STR genotype
AC8.4	AC8.4.1	STR_27449	15.9942958539133	STR genotype
AC8.4	AC8.4.1	STR_27459	7.91259146769783	STR genotype
AC8.4	AC8.4.1	STR_27481	19.6733744610525	STR genotype
AC8.4	AC8.4.1	STR_27487	17.5246935283422	STR genotype
AC8.4	AC8.4.1	STR_27538	8.34561980633833	STR genotype
AC8.4	AC8.4.1	STR_27573	15.831560604354	STR genotype
AC8.4	AC8.4.1	STR_27579	21.7618277791143	STR genotype
AC8.4	AC8.4.1	STR_27385	24.1425381905329	STR length
AC8.4	AC8.4.1	STR_27396	11.5238674649276	STR length
AC8.4	AC8.4.1	STR_27424	22.2065334275276	STR length
AC8.4	AC8.4.1	STR_27425	17.870103580609	STR length
AC8.4	AC8.4.1	STR_27434	11.0503995237749	STR length
AC8.4	AC8.4.1	STR_27438	10.0052159763661	STR length
AC8.4	AC8.4.1	STR_27449	15.9253766379801	STR length
AC8.4	AC8.4.1	STR_27481	19.6733744610525	STR length
AC8.4	AC8.4.1	STR_27538	8.29009681138928	STR length
AC8.4	AC8.4.1	STR_27573	15.7566869759694	STR length
AC8.4	AC8.4.1	STR_27579	21.6769520935149	STR length
AC8.5	AC8.5	STR_27385	15.258170479718	STR genotype
AC8.5	AC8.5	STR_27396	9.9804227114473	STR genotype
AC8.5	AC8.5	STR_27396	9.98042271144729	STR length
AH10.4	AH10.4.1	STR_24894	7.84626647465231	STR length
AH10.4	AH10.4.1	STR_24910	7.58739439014066	STR length
AH6.3	AH6.3.1	STR_8206	7.68043005847044	STR genotype
AH6.3	AH6.3.1	STR_8212	8.06317041150262	STR genotype
AH6.3	AH6.3.1	STR_8229	7.71568237424888	STR genotype
AH6.3	AH6.3.1	STR_8270	8.40927404738692	STR genotype
AH6.3	AH6.3.1	STR_8310	10.8135537681833	STR genotype
AH6.3	AH6.3.1	STR_8317	9.28951843699246	STR genotype
AH6.3	AH6.3.1	STR_8323	9.78644293092403	STR genotype
AH6.3	AH6.3.1	STR_8206	7.74324210063949	STR length
AH6.3	AH6.3.1	STR_8270	8.40927404738692	STR length
AH6.3	AH6.3.1	STR_8308	8.26970769114656	STR length
AH6.3	AH6.3.1	STR_8310	10.7903286713004	STR length
B0001.4	B0001.4c.1	STR_19772	8.85836221114015	STR genotype
B0001.4	B0001.4c.1	STR_19848	8.3018999177703	STR genotype
B0001.4	B0001.4c.1	STR_19963	8.10384267156831	STR genotype
B0001.4	B0001.4c.1	STR_19772	8.14244316285012	STR length
B0001.4	B0001.4c.1	STR_19848	8.06348191861069	STR length
B0001.4	B0001.4c.1	STR_19963	8.10384267156831	STR length
B0001.4	B0001.4c.1	STR_20090	7.56759530914861	STR length
vps-34	B0025.1a.2	STR_2760	7.40335593873291	STR length
his-45	B0035.10.1	STR_19603	17.0554277828166	STR genotype
his-45	B0035.10.1	STR_19606	17.9098220040473	STR genotype
his-45	B0035.10.1	STR_19651	16.0330158667717	STR genotype
his-45	B0035.10.1	STR_19743	10.1615073464129	STR genotype
his-45	B0035.10.1	STR_19758	10.0600251195994	STR genotype
his-45	B0035.10.1	STR_19851	24.1005222751807	STR genotype
his-45	B0035.10.1	STR_19603	17.0554277828166	STR length
his-45	B0035.10.1	STR_19651	16.0330158667717	STR length
his-45	B0035.10.1	STR_19743	10.1906051602938	STR length
his-45	B0035.10.1	STR_19758	10.0600251195994	STR length
his-45	B0035.10.1	STR_19851	24.1156795357665	STR length
his-48	B0035.8.1	STR_19532	8.79691207755224	STR genotype
his-48	B0035.8.1	STR_19541	16.0322310494232	STR genotype
his-48	B0035.8.1	STR_19603	10.2690129137147	STR genotype
his-48	B0035.8.1	STR_19676	9.14245976839505	STR genotype
his-48	B0035.8.1	STR_19688	49.8273081011578	STR genotype
his-48	B0035.8.1	STR_19707	10.2271936901702	STR genotype
his-48	B0035.8.1	STR_19711	8.81440493192023	STR genotype
his-48	B0035.8.1	STR_19732	12.2732707150927	STR genotype
his-48	B0035.8.1	STR_19743	12.0684175893655	STR genotype
his-48	B0035.8.1	STR_19753	14.3408730748396	STR genotype
his-48	B0035.8.1	STR_19758	7.94345297304759	STR genotype
his-48	B0035.8.1	STR_19771	69.946712510406	STR genotype
his-48	B0035.8.1	STR_19772	31.6599752303584	STR genotype
his-48	B0035.8.1	STR_19785	21.7396667782992	STR genotype
his-48	B0035.8.1	STR_19819	49.51422178372	STR genotype
his-48	B0035.8.1	STR_19820	15.9257601959646	STR genotype
his-48	B0035.8.1	STR_19848	17.9289518737728	STR genotype
his-48	B0035.8.1	STR_19854	48.4527357601539	STR genotype
his-48	B0035.8.1	STR_19870	46.4455177848667	STR genotype
his-48	B0035.8.1	STR_19890	17.7235391086953	STR genotype
his-48	B0035.8.1	STR_19893	16.4625215392401	STR genotype
his-48	B0035.8.1	STR_19918	10.2902230668969	STR genotype
his-48	B0035.8.1	STR_19532	8.93071656294491	STR length
his-48	B0035.8.1	STR_19541	15.8971546868488	STR length
his-48	B0035.8.1	STR_19603	10.2690129137147	STR length
his-48	B0035.8.1	STR_19676	9.27535678237619	STR length
his-48	B0035.8.1	STR_19707	10.8627276699436	STR length
his-48	B0035.8.1	STR_19727	7.8721095792952	STR length
his-48	B0035.8.1	STR_19732	15.7721083949352	STR length
his-48	B0035.8.1	STR_19743	12.2588759202448	STR length
his-48	B0035.8.1	STR_19753	14.5994487502934	STR length
his-48	B0035.8.1	STR_19758	7.94345297304764	STR length
his-48	B0035.8.1	STR_19772	30.8025097464677	STR length
his-48	B0035.8.1	STR_19785	22.1651899489415	STR length
his-48	B0035.8.1	STR_19848	15.5300419277825	STR length
his-48	B0035.8.1	STR_19854	48.4527357601539	STR length
his-46	B0035.9.1	STR_19603	8.15570548261335	STR genotype
his-46	B0035.9.1	STR_19606	8.08449253920239	STR genotype
his-46	B0035.9.1	STR_19711	9.75471397553058	STR genotype
his-46	B0035.9.1	STR_19743	9.3532315549024	STR genotype
his-46	B0035.9.1	STR_19851	8.17656417297285	STR genotype
his-46	B0035.9.1	STR_19603	8.15570548261335	STR length
his-46	B0035.9.1	STR_19732	7.58360959302155	STR length
his-46	B0035.9.1	STR_19743	9.38414958544725	STR length
his-46	B0035.9.1	STR_19851	8.18388655608639	STR length
B0041.11	B0041.11.2	STR_2301	10.1623628146203	STR genotype
B0041.11	B0041.11.2	STR_2313	11.9556406848482	STR genotype
B0041.11	B0041.11.2	STR_2340	10.5712557668964	STR genotype
B0041.11	B0041.11.2	STR_2393	7.64131577791322	STR genotype
B0041.11	B0041.11.2	STR_2430	9.72528212702558	STR genotype
B0041.11	B0041.11.2	STR_2442	10.4099171561114	STR genotype
B0041.11	B0041.11.2	STR_2447	13.4155954520117	STR genotype
B0041.11	B0041.11.2	STR_2602	14.1397363928996	STR genotype
B0041.11	B0041.11.2	STR_2301	10.1623628146203	STR length
B0041.11	B0041.11.2	STR_2340	10.5081187572522	STR length
B0041.11	B0041.11.2	STR_2393	7.64131577791322	STR length
B0041.11	B0041.11.2	STR_2430	9.71737803320498	STR length
B0041.11	B0041.11.2	STR_2447	13.3506006486088	STR length
B0041.11	B0041.11.2	STR_2602	14.1397363928996	STR length
ain-2	B0041.2b.1	STR_2430	9.85906780631098	STR genotype
ain-2	B0041.2b.1	STR_2442	11.5777157569966	STR genotype
ain-2	B0041.2b.1	STR_2447	8.2856321951434	STR genotype
ain-2	B0041.2b.1	STR_2602	11.7844634121751	STR genotype
ain-2	B0041.2b.1	STR_2430	9.88747440036979	STR length
ain-2	B0041.2b.1	STR_2447	8.31387045382686	STR length
ain-2	B0041.2b.1	STR_2602	11.7844634121751	STR length
ain-2	B0041.2e.1	STR_2134	7.95985092288665	STR genotype
ain-2	B0041.2e.1	STR_2284	16.292231204685	STR genotype
ain-2	B0041.2e.1	STR_2301	19.1053378848791	STR genotype
ain-2	B0041.2e.1	STR_2313	27.3957809584738	STR genotype
ain-2	B0041.2e.1	STR_2320	7.83264135790596	STR genotype
ain-2	B0041.2e.1	STR_2340	22.0827903559949	STR genotype
ain-2	B0041.2e.1	STR_2343	11.4111663851295	STR genotype
ain-2	B0041.2e.1	STR_2393	12.350058410182	STR genotype
ain-2	B0041.2e.1	STR_2430	44.8374584946426	STR genotype
ain-2	B0041.2e.1	STR_2442	47.7993669152742	STR genotype
ain-2	B0041.2e.1	STR_2447	55.4870797589236	STR genotype
ain-2	B0041.2e.1	STR_2491	30.4569805391922	STR genotype
ain-2	B0041.2e.1	STR_2528	16.3688751170536	STR genotype
ain-2	B0041.2e.1	STR_2602	68.3105599382747	STR genotype
ain-2	B0041.2e.1	STR_2633	27.6559457314808	STR genotype
ain-2	B0041.2e.1	STR_2134	7.95985092288665	STR length
ain-2	B0041.2e.1	STR_2247	7.46942489170464	STR length
ain-2	B0041.2e.1	STR_2301	19.1053378848791	STR length
ain-2	B0041.2e.1	STR_2320	7.83264135790596	STR length
ain-2	B0041.2e.1	STR_2340	23.4460458768318	STR length
ain-2	B0041.2e.1	STR_2343	9.81546102600702	STR length
ain-2	B0041.2e.1	STR_2393	12.350058410182	STR length
ain-2	B0041.2e.1	STR_2430	44.0852665651348	STR length
ain-2	B0041.2e.1	STR_2447	55.1757786484629	STR length
ain-2	B0041.2e.1	STR_2491	33.5383233319081	STR length
ain-2	B0041.2e.1	STR_2528	16.3688751170537	STR length
ain-2	B0041.2e.1	STR_2602	68.3105599382747	STR length
ain-2	B0041.2e.2	STR_2284	8.35923324437509	STR genotype
ain-2	B0041.2e.2	STR_2301	9.00137346593853	STR genotype
ain-2	B0041.2e.2	STR_2313	12.2539857591105	STR genotype
ain-2	B0041.2e.2	STR_2340	14.2674339829376	STR genotype
ain-2	B0041.2e.2	STR_2343	10.709759024512	STR genotype
ain-2	B0041.2e.2	STR_2393	9.84842877985351	STR genotype
ain-2	B0041.2e.2	STR_2430	19.3959820229806	STR genotype
ain-2	B0041.2e.2	STR_2442	20.7695082907112	STR genotype
ain-2	B0041.2e.2	STR_2447	23.4914132822306	STR genotype
ain-2	B0041.2e.2	STR_2491	20.5636271680148	STR genotype
ain-2	B0041.2e.2	STR_2528	12.6905041539831	STR genotype
ain-2	B0041.2e.2	STR_2602	32.5479368788256	STR genotype
ain-2	B0041.2e.2	STR_2633	18.0964066102677	STR genotype
ain-2	B0041.2e.2	STR_2301	9.00137346593853	STR length
ain-2	B0041.2e.2	STR_2340	14.7055863004558	STR length
ain-2	B0041.2e.2	STR_2343	8.7493591116809	STR length
ain-2	B0041.2e.2	STR_2393	9.84842877985351	STR length
ain-2	B0041.2e.2	STR_2430	19.0954290705831	STR length
ain-2	B0041.2e.2	STR_2447	23.3388890864058	STR length
ain-2	B0041.2e.2	STR_2491	22.95950395872	STR length
ain-2	B0041.2e.2	STR_2528	12.6905041539831	STR length
ain-2	B0041.2e.2	STR_2602	32.5479368788256	STR length
btb-3	B0047.2	STR_6057	10.9206280237634	STR genotype
btb-3	B0047.2	STR_6058	8.39373466090925	STR genotype
btb-3	B0047.2	STR_6061	9.56347089234828	STR genotype
btb-3	B0047.2	STR_6081	12.7422953758361	STR genotype
btb-3	B0047.2	STR_6102	13.5213100840565	STR genotype
btb-3	B0047.2	STR_6135	12.7613350643219	STR genotype
btb-3	B0047.2	STR_6274	26.2887840885234	STR genotype
btb-3	B0047.2	STR_6304	35.8155426584545	STR genotype
btb-3	B0047.2	STR_6312	58.3533675216782	STR genotype
btb-3	B0047.2	STR_6418	9.57575471464733	STR genotype
btb-3	B0047.2	STR_6061	9.56347089234828	STR length
btb-3	B0047.2	STR_6274	17.6137634480981	STR length
btb-3	B0047.2	STR_6312	12.2722463117498	STR length
btb-3	B0047.2	STR_6418	9.2188293697321	STR length
bath-24	B0047.3.1	STR_6138	9.26669468379634	STR genotype
bath-24	B0047.3.1	STR_6140	10.1565576979436	STR genotype
bath-24	B0047.3.1	STR_6274	12.9292939541434	STR genotype
bath-24	B0047.3.1	STR_6304	10.4201548828739	STR genotype
bath-24	B0047.3.1	STR_6312	22.9337001984871	STR genotype
bath-24	B0047.3.1	STR_6138	9.26669468379634	STR length
bath-24	B0047.3.1	STR_6274	10.6088024872054	STR length
bath-24	B0047.3.1	STR_6312	8.43275857587144	STR length
math-1	B0047.4.1	STR_6122	27.6483135397943	STR genotype
math-1	B0047.4.1	STR_6135	21.4916692983568	STR genotype
math-1	B0047.4.1	STR_6176	22.9117833534394	STR genotype
math-1	B0047.4.1	STR_6122	27.6483135397943	STR length
math-1	B0047.4.1	STR_6274	9.50307114876652	STR length
bath-14	B0047.5	STR_6057	14.5640099605646	STR genotype
bath-14	B0047.5	STR_6061	8.4140389891373	STR genotype
bath-14	B0047.5	STR_6081	30.3706469171927	STR genotype
bath-14	B0047.5	STR_6102	33.8415478260453	STR genotype
bath-14	B0047.5	STR_6135	30.0274623213038	STR genotype
bath-14	B0047.5	STR_6138	32.7250324258185	STR genotype
bath-14	B0047.5	STR_6140	31.1532164838355	STR genotype
bath-14	B0047.5	STR_6274	60.7389346629349	STR genotype
bath-14	B0047.5	STR_6312	60.3287651075359	STR genotype
bath-14	B0047.5	STR_6316	21.0790406448564	STR genotype
bath-14	B0047.5	STR_6418	25.8842660852727	STR genotype
bath-14	B0047.5	STR_6557	13.7622817620996	STR genotype
bath-14	B0047.5	STR_6569	11.1299382460237	STR genotype
bath-14	B0047.5	STR_6571	8.6149025948218	STR genotype
bath-14	B0047.5	STR_6674	13.2849014894543	STR genotype
bath-14	B0047.5	STR_6061	8.41403898913725	STR length
bath-14	B0047.5	STR_6138	32.7250324258185	STR length
bath-14	B0047.5	STR_6274	33.8059783781115	STR length
bath-14	B0047.5	STR_6312	31.7968639772673	STR length
bath-14	B0047.5	STR_6316	20.8916486075769	STR length
bath-14	B0047.5	STR_6418	23.6834016795224	STR length
bath-14	B0047.5	STR_6557	13.5538237160427	STR length
bath-14	B0047.5	STR_6569	11.6028700134215	STR length
tsp-20	B0198.1.1	STR_30109	7.80030346699606	STR genotype
tsp-20	B0198.1.1	STR_30120	7.83955830764547	STR genotype
tsp-20	B0198.1.1	STR_30129	8.2167991441876	STR genotype
tsp-20	B0198.1.1	STR_30134	9.45584638206247	STR genotype
tsp-20	B0198.1.1	STR_30141	8.64625647284129	STR genotype
tsp-20	B0198.1.1	STR_30163	11.3723282901993	STR genotype
tsp-20	B0198.1.1	STR_30171	14.4694313819156	STR genotype
tsp-20	B0198.1.1	STR_30172	11.6258674437649	STR genotype
tsp-20	B0198.1.1	STR_30195	11.8319567501727	STR genotype
tsp-20	B0198.1.1	STR_30196	12.7237529593588	STR genotype
tsp-20	B0198.1.1	STR_30198	11.0542322208029	STR genotype
tsp-20	B0198.1.1	STR_30213	13.8284198184165	STR genotype
tsp-20	B0198.1.1	STR_30214	13.4553059621217	STR genotype
tsp-20	B0198.1.1	STR_30224	12.7316967549819	STR genotype
tsp-20	B0198.1.1	STR_30228	8.66557604360794	STR genotype
tsp-20	B0198.1.1	STR_30243	9.46071234063479	STR genotype
tsp-20	B0198.1.1	STR_30260	10.000803812137	STR genotype
tsp-20	B0198.1.1	STR_30415	8.58956077894765	STR genotype
tsp-20	B0198.1.1	STR_30433	7.8314654158752	STR genotype
tsp-20	B0198.1.1	STR_30134	9.45584638206245	STR length
tsp-20	B0198.1.1	STR_30141	9.06881944575218	STR length
tsp-20	B0198.1.1	STR_30171	14.4694313819156	STR length
tsp-20	B0198.1.1	STR_30172	11.5521742873966	STR length
tsp-20	B0198.1.1	STR_30195	12.1150633534799	STR length
tsp-20	B0198.1.1	STR_30196	12.4094591426236	STR length
tsp-20	B0198.1.1	STR_30213	13.7808960011497	STR length
tsp-20	B0198.1.1	STR_30214	14.0287256163198	STR length
tsp-20	B0198.1.1	STR_30224	12.2178324374844	STR length
tsp-20	B0198.1.1	STR_30228	9.29212885669357	STR length
tsp-20	B0198.1.1	STR_30243	9.93233629520559	STR length
tsp-20	B0198.1.1	STR_30260	10.4465209120682	STR length
tsp-20	B0198.1.1	STR_30277	7.44996632817036	STR length
tsp-20	B0198.1.1	STR_30415	8.42940132247601	STR length
tsp-20	B0198.1.1	STR_30433	7.8314654158752	STR length
B0205.9	B0205.9.1	STR_3614	24.4985047853237	STR genotype
B0205.9	B0205.9.1	STR_3756	28.4017783497492	STR genotype
B0205.9	B0205.9.1	STR_3772	27.3272693649977	STR genotype
B0205.9	B0205.9.1	STR_3773	27.1990326230624	STR genotype
B0205.9	B0205.9.1	STR_3785	30.3600618074281	STR genotype
